variacao,fitness,zero_esquerda,problema,letras,convergencia_pct,tempo_medio_ms
Melhor 2 se fosse posicional,POSICIONAL,false,MONEY,8,97.20,0.7270
Melhor 2 se fosse posicional,POSICIONAL,false,APPLE,6,10.40,1.7175
Melhor 2 se fosse posicional,POSICIONAL,false,DANGER,9,1.70,2.0003
Melhor 2 se fosse posicional,POSICIONAL,false,OASIS,6,19.80,1.6185
Melhor 2 se fosse posicional,POSICIONAL,false,ROBERT,10,10.10,2.0070
-elitismo,tour; +pop,POSICIONAL,false,MONEY,8,98.10,1.0756
-elitismo,tour; +pop,POSICIONAL,false,APPLE,6,9.40,2.0593
-elitismo,tour; +pop,POSICIONAL,false,DANGER,9,2.60,2.2755
-elitismo,tour; +pop,POSICIONAL,false,OASIS,6,36.70,1.7188
-elitismo,tour; +pop,POSICIONAL,false,ROBERT,10,6.20,2.3494
Usar roleta,POSICIONAL,false,MONEY,8,93.40,0.6840
Usar roleta,POSICIONAL,false,APPLE,6,7.40,1.2789
Usar roleta,POSICIONAL,false,DANGER,9,0.60,1.4183
Usar roleta,POSICIONAL,false,OASIS,6,19.20,1.1862
Usar roleta,POSICIONAL,false,ROBERT,10,5.90,1.4125
C1,+pop,-gens,POSICIONAL,false,MONEY,8,99.20,0.6027
C1,+pop,-gens,POSICIONAL,false,APPLE,6,15.60,1.2783
C1,+pop,-gens,POSICIONAL,false,DANGER,9,3.30,1.4795
C1,+pop,-gens,POSICIONAL,false,OASIS,6,30.20,1.1322
C1,+pop,-gens,POSICIONAL,false,ROBERT,10,8.80,1.4829
C1,R1,+pop,POSICIONAL,false,MONEY,8,99.30,0.6859
C1,R1,+pop,POSICIONAL,false,APPLE,6,18.50,1.6104
C1,R1,+pop,POSICIONAL,false,DANGER,9,4.20,1.9213
C1,R1,+pop,POSICIONAL,false,OASIS,6,30.00,1.4453
C1,R1,+pop,POSICIONAL,false,ROBERT,10,12.30,1.9107
C1,R1,+pop,+mut,POSICIONAL,false,MONEY,8,100.00,0.5992
C1,R1,+pop,+mut,POSICIONAL,false,APPLE,6,21.50,2.2884
C1,R1,+pop,+mut,POSICIONAL,false,DANGER,9,7.80,2.8212
C1,R1,+pop,+mut,POSICIONAL,false,OASIS,6,35.30,1.9595
C1,R1,+pop,+mut,POSICIONAL,false,ROBERT,10,23.10,2.7003
C1,R1,+pop,+mut,+cross,POSICIONAL,false,MONEY,8,100.00,0.8353
C1,R1,+pop,+mut,+cross,POSICIONAL,false,APPLE,6,27.20,2.3668
C1,R1,+pop,+mut,+cross,POSICIONAL,false,DANGER,9,5.50,2.9360
C1,R1,+pop,+mut,+cross,POSICIONAL,false,OASIS,6,50.70,1.8285
C1,R1,+pop,+mut,+cross,POSICIONAL,false,ROBERT,10,20.30,2.8405
C1,R1,+pop,mut=1,cross=1,POSICIONAL,false,MONEY,8,100.00,0.7222
C1,R1,+pop,mut=1,cross=1,POSICIONAL,false,APPLE,6,24.10,1.9456
C1,R1,+pop,mut=1,cross=1,POSICIONAL,false,DANGER,9,4.30,2.4173
C1,R1,+pop,mut=1,cross=1,POSICIONAL,false,OASIS,6,47.60,1.5296
C1,R1,+pop,mut=1,cross=1,POSICIONAL,false,ROBERT,10,16.30,2.3483
